"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection"
"11","query_1","TRUE","1.44000474165049e-11","927","97","27","0.278350515463918","0.029126213592233","GO:0030334","GO:BP","regulation of cell migration","21110","7143","c(""GO:0016477"", ""GO:2000145"")","IEA,IMP IBA IEA,IMP,IMP,IDA ISS IBA IEA,IDA ISS,IGI,IMP IEA,IDA,IMP,IDA,IDA IMP,IDA,ISS IEA,IBA IEA,IMP IGI IEA,IEA,IDA IGI IBA,ISS IEA,IBA,IDA TAS,IDA,IDA,IEA,IMP,IMP,IMP","SLC9A3R1,STK10,CLDN1,EGFR,THY1,ITGB1,ATP5F1B,LYN,PECAM1,RDX,BSG,CD151,ARHGDIB,CD81,RAP2B,RHOA,RRAS2,TMSB4X,ARF6,RHOG,BST1,BST2,PTPRJ,GNA13,ANO6,MYADM,CYRIB"
"12","query_1","TRUE","3.28761584577712e-11","6358","97","66","0.680412371134021","0.0103806228373702","GO:0048518","GO:BP","positive regulation of biological process","21110","13539","c(""GO:0008150"", ""GO:0050789"")","ISS IEA,IDA IMP IBA NAS,IDA IEA,IDA IMP ISS,IMP,IMP IEA,IMP ISS IBA IEA,IMP IEA,IDA IMP IBA IEA,IMP IEA,IDA IMP ISS IBA IEA,IGI ISS NAS IEA,IDA IMP IGI ISS IEA,IGI,IDA IMP IGI ISS IBA TAS IEA,IDA IMP TAS,IMP IEA,IMP,IGI ISS,IMP,IDA IMP,ISS IEA,IMP IBA,IMP,IEA,IEA,IMP IGI ISS IBA,IDA IBA IEA,IDA IMP,IDA IMP,IMP HMP,IEA,IDA,IDA IMP IGI ISS IEA,IEA,IDA IMP IEP NAS IEA,IEA,IMP,IDA IGI,IMP ISS IEA,IMP,IDA IC,IDA IMP TAS,IDA IBA,HMP TAS,IDA IMP ISS TAS,IMP IGI IEA,IMP,IMP ISS IEA,ISS,IBA,IMP ISS IEA,IDA ISS,IDA IMP IEA,IDA IMP IBA,IDA,IGI IBA,ISS IEA,IMP,IDA ISS,IDA IMP IGI ISS TAS NAS IC IEA,IMP,ISS IBA IEA,IDA IMP ISS,IDA ISS IEA,IDA IMP","IPO5,FCN1,SLC9A3R1,PLSCR1,EPB41L2,AHCYL1,FLOT1,CLDN1,EGFR,KRAS,THY1,ITGB2,ITGB1,ATP5F1B,LYN,HCK,GNAI3,EPB41,ITGAM,FOLR2,PECAM1,ATP2B1,HLA-DPA1,TGM1,STOM,GNA11,RDX,ADD1,BSG,CD151,CCT3,CRIP2,ATP1B3,CD81,RAP2B,RHOA,RRAS2,RPS7,TMSB4X,ARF6,GNAI1,GSTO1,RHOG,BST1,BST2,PTPRJ,ILK,FLOT2,RFTN1,STXBP2,HLA-DRB5,ANO6,GNAS,CYFIP1,ZC3HAV1,ABI1,EPS8L1,SMPDL3B,MYADM,NIBAN2,PARK7,VAMP8,CYRIB,NCKAP1,CAB39,F11R"
"13","query_1","TRUE","6.72454111118743e-11","988","97","27","0.278350515463918","0.0273279352226721","GO:2000145","GO:BP","regulation of cell motility","21110","26747","c(""GO:0040012"", ""GO:0048870"", ""GO:0050794"")","IEA,IMP IBA IEA,IMP,IMP,IDA ISS IBA IEA,IDA ISS,IGI,IMP IEA,IDA,IMP,IDA,IDA IMP,IDA,ISS IEA,IBA IEA,IMP IGI IEA,IEA,IDA IGI IBA,ISS IEA,IBA,IDA TAS,IDA,IDA,IEA,IMP,IMP,IMP","SLC9A3R1,STK10,CLDN1,EGFR,THY1,ITGB1,ATP5F1B,LYN,PECAM1,RDX,BSG,CD151,ARHGDIB,CD81,RAP2B,RHOA,RRAS2,TMSB4X,ARF6,RHOG,BST1,BST2,PTPRJ,GNA13,ANO6,MYADM,CYRIB"
"14","query_1","TRUE","1.59321674114004e-10","5615","97","61","0.628865979381443","0.0108637577916296","GO:0048522","GO:BP","positive regulation of cellular process","21110","13543","c(""GO:0009987"", ""GO:0048518"", ""GO:0050794"")","ISS IEA,IDA,IDA IEA,IDA,IMP,IMP ISS IBA IEA,IMP IEA,IDA IMP IBA IEA,IMP IEA,IDA IMP ISS IBA IEA,IGI ISS NAS IEA,IDA IGI ISS IEA,IGI,IDA IMP IGI ISS IBA TAS IEA,IDA IMP TAS,IMP IEA,IMP,IGI ISS,IMP,IDA IMP,IMP IBA,IMP,IEA,IEA,IMP IGI ISS IBA,IDA IBA IEA,IDA IMP,IDA IMP,IMP HMP,IEA,IDA,IDA IMP IGI ISS IEA,IEA,IDA IMP IEP NAS IEA,IEA,IMP,IDA IGI,IMP ISS IEA,IMP,IDA,IDA IMP TAS,IDA IBA,HMP TAS,IMP ISS,IMP IGI IEA,IMP,IBA,IMP ISS IEA,IDA,IDA IMP IEA,IDA IMP IBA,IDA,IGI IBA,IMP,IDA ISS,IDA IMP IGI NAS IC IEA,IMP,ISS IBA IEA,IDA IMP ISS,IDA ISS IEA,IDA IMP","IPO5,FCN1,SLC9A3R1,PLSCR1,EPB41L2,FLOT1,CLDN1,EGFR,KRAS,THY1,ITGB2,ITGB1,ATP5F1B,LYN,HCK,GNAI3,EPB41,ITGAM,FOLR2,PECAM1,HLA-DPA1,TGM1,STOM,GNA11,RDX,ADD1,BSG,CD151,CCT3,CRIP2,ATP1B3,CD81,RAP2B,RHOA,RRAS2,RPS7,TMSB4X,ARF6,GNAI1,GSTO1,RHOG,BST1,BST2,PTPRJ,ILK,FLOT2,HLA-DRB5,ANO6,GNAS,CYFIP1,ZC3HAV1,ABI1,EPS8L1,MYADM,NIBAN2,PARK7,VAMP8,CYRIB,NCKAP1,CAB39,F11R"
"15","query_1","TRUE","1.61412733579872e-10","1505","97","32","0.329896907216495","0.0212624584717608","GO:0016477","GO:BP","cell migration","21110","5356","GO:0048870","IEA,IMP IBA IEA,IMP,IMP IEA,IDA ISS IBA IEA,IDA IMP IBA IEA,IDA IMP ISS IBA TAS NAS IEA,IGI IEA,IMP TAS IEA,TAS,IDA IMP,IMP,IDA IMP,IDA IMP IBA IEA,IDA,ISS IEA,IBA IEA,IDA IMP IGI ISS IBA IEA,IEA,IDA IGI IBA,ISS IEA,IMP IBA,IDA TAS,IDA,IDA,IEA,IEA,IMP IEA,IMP,IMP,IBA,IDA","SLC9A3R1,STK10,CLDN1,EGFR,THY1,ITGB2,ITGB1,ATP5F1B,LYN,HCK,PECAM1,RDX,BSG,CD151,ARHGDIB,CD81,RAP2B,RHOA,RRAS2,TMSB4X,ARF6,RHOG,BST1,BST2,PTPRJ,ILK,GNA13,ANO6,MYADM,CYRIB,NCKAP1,F11R"
"16","query_1","TRUE","1.62761681675923e-10","2809","97","43","0.443298969072165","0.0153079387682449","GO:0010033","GO:BP","response to organic substance","21110","3923","GO:0042221","IEA,ISS IEA,IEA,IMP,IDA,IMP,IEP,IEA,IDA IEA,ISS,ISS IEA,IEA,IMP ISS TAS IEA,TAS,IDA,IEA,IEA,IMP IEA,IDA,IEA,ISS IBA IEA,ISS,IDA IEA,IEA,ISS,IEA,ISS IEA,ISS IEA,IDA IMP IEA,IMP,ISS,ISS,TAS,IMP,IMP,IEA,IMP ISS IBA IEA,IEA,IEA,IDA IMP IGI IEA,IEA,IMP IEA,IEA","STXBP3,IPO5,SLC9A3R1,PLSCR1,AHCYL1,FLOT1,SLC34A2,CLDN1,EGFR,ITGB2,ITGB1,ATP5F1B,LYN,HCK,GNAI3,LTA4H,FOLR2,ATP2B1,HLA-DPA1,MRC1,GNA11,RDX,ADD1,BSG,GNAQ,SLC16A1,CD81,RAB8A,RHOA,TMSB4X,GNAI1,BST2,PTPRJ,ILK,RFTN1,STXBP2,GNAS,CYFIP1,S100A16,PARK7,PLSCR3,CYRIB,CAB39"
"17","query_1","TRUE","1.95644783718465e-10","1033","97","27","0.278350515463918","0.0261374636979671","GO:0040012","GO:BP","regulation of locomotion","21110","10465","c(""GO:0040011"", ""GO:0050789"")","IEA,IMP IBA IEA,IMP,IMP,IDA ISS IBA IEA,IDA ISS,IGI,IMP IEA,IDA,IMP,IDA,IDA IMP,IDA,ISS IEA,IBA IEA,IMP IGI IEA,IEA,IDA IGI IBA,ISS IEA,IBA,IDA TAS,IDA,IDA,IEA,IMP,IMP,IMP","SLC9A3R1,STK10,CLDN1,EGFR,THY1,ITGB1,ATP5F1B,LYN,PECAM1,RDX,BSG,CD151,ARHGDIB,CD81,RAP2B,RHOA,RRAS2,TMSB4X,ARF6,RHOG,BST1,BST2,PTPRJ,GNA13,ANO6,MYADM,CYRIB"
"18","query_1","TRUE","4.34119031131673e-10","731","97","23","0.237113402061856","0.0314637482900137","GO:0030036","GO:BP","actin cytoskeleton organization","21110","7022","c(""GO:0007010"", ""GO:0030029"")","IEA,IBA IEA,IEA,IEA,IDA IMP TAS,IBA NAS IEA,IMP IEA,IDA IBA IC,IBA IEA,IMP,IDA IMP IBA TAS IEA,IDA IBA IEA,IDA IMP,IDA IBA,IDA,ISS,IMP IEA,NAS IEA,IMP,IMP IEA,IDA ISS IBA,IBA IEA,IDA IMP","SLC9A3R1,EPB41L2,KRAS,ITGB1,HCK,EPB41,RDX,ADD1,CAPZA2,ARHGDIB,RHOA,TMSB4X,ARF6,RHOG,BST1,BST2,CYFIP1,ABI1,MYADM,CYRIB,NCKAP1,EPB41L3,F11R"
"19","query_1","TRUE","5.30456355215655e-10","1365","97","30","0.309278350515464","0.021978021978022","GO:0040011","GO:BP","locomotion","21110","10464","GO:0008150","IEA,IMP IBA IEA,IMP,IMP,IDA ISS IBA IEA,IDA,IDA ISS,IGI,IMP IEA,IDA,IMP,IDA IMP IBA IEA,IDA IMP,IDA,ISS IEA,IBA IEA,IMP IGI IEA,IEA,IDA IGI IBA,ISS IEA,IMP IBA,IDA TAS,IDA,IDA,IEA,IMP IEA,IBA,IMP,ISS,IMP","SLC9A3R1,STK10,CLDN1,EGFR,THY1,ITGB2,ITGB1,ATP5F1B,LYN,PECAM1,RDX,BSG,CD151,ARHGDIB,CD81,RAP2B,RHOA,RRAS2,TMSB4X,ARF6,RHOG,BST1,BST2,PTPRJ,GNA13,ANO6,CYFIP1,MYADM,NIBAN2,CYRIB"
"20","query_1","TRUE","1.61570591313591e-09","1530","97","31","0.319587628865979","0.0202614379084967","GO:0007155","GO:BP","cell adhesion","21110","2782","GO:0009987","IMP,IMP IBA IEA,IEA,ISS IBA IEA,IMP,IDA IMP ISS IBA IEA,IDA IMP ISS IBA TAS NAS IEA,IDA IMP IGI IEP ISS IBA TAS NAS IEA,IEA,IMP ISS IBA TAS IEA,TAS,IBA TAS NAS IEA,IBA,IDA IMP IBA IEA,IMP IBA,IMP,IBA IEA,NAS,IDA IEA,IDA,IMP ISS TAS IEA,TAS,IDA,IMP,IMP IGI HMP IBA TAS,IMP NAS IEA,IBA,IDA IMP,IDA IMP IBA,ISS IBA IEA,IDA IMP IEA","STXBP3,FLOT1,STK10,CLDN1,EGFR,THY1,ITGB2,ITGB1,ATP5F1B,LYN,HCK,ITGAM,FOLR2,PECAM1,HLA-DPA1,RDX,BSG,CD151,CD81,RAP2B,RHOA,ARF6,BST1,PTPRJ,ILK,FLOT2,HLA-DRB5,GNAS,MYADM,CYRIB,F11R"
"21","query_1","TRUE","4.31671448961756e-09","817","97","23","0.237113402061856","0.0281517747858017","GO:0030029","GO:BP","actin filament-based process","21110","7015","GO:0009987","IEA,IBA IEA,IEA,IEA,IDA IMP TAS,IBA NAS IEA,IMP IEA,IDA IBA IC,IBA IEA,IMP,IDA IMP IBA TAS IEA,IDA IBA IEA,IDA IMP,IDA IBA,IDA,ISS,IMP IEA,NAS IEA,IMP,IMP IEA,IDA ISS IBA,IBA IEA,IDA IMP","SLC9A3R1,EPB41L2,KRAS,ITGB1,HCK,EPB41,RDX,ADD1,CAPZA2,ARHGDIB,RHOA,TMSB4X,ARF6,RHOG,BST1,BST2,CYFIP1,ABI1,MYADM,CYRIB,NCKAP1,EPB41L3,F11R"
"22","query_1","TRUE","4.78771621822709e-09","1705","97","32","0.329896907216495","0.0187683284457478","GO:0048870","GO:BP","cell motility","21110","13853","GO:0009987","IEA,IMP IBA IEA,IMP,IMP IEA,IDA ISS IBA IEA,IDA IMP IBA IEA,IDA IMP ISS IBA TAS NAS IEA,IGI IEA,IMP TAS IEA,TAS,IDA IMP,IMP,IDA IMP,IDA IMP IBA IEA,IDA,ISS IEA,IBA IEA,IDA IMP IGI ISS IBA IEA,IEA,IDA IGI IBA,ISS IEA,IMP IBA,IDA TAS,IDA,IDA,IEA,IEA,IMP IEA,IMP,IMP,IBA,IDA","SLC9A3R1,STK10,CLDN1,EGFR,THY1,ITGB2,ITGB1,ATP5F1B,LYN,HCK,PECAM1,RDX,BSG,CD151,ARHGDIB,CD81,RAP2B,RHOA,RRAS2,TMSB4X,ARF6,RHOG,BST1,BST2,PTPRJ,ILK,GNA13,ANO6,MYADM,CYRIB,NCKAP1,F11R"
"23","query_1","TRUE","6.68759336926626e-09","921","97","24","0.247422680412371","0.0260586319218241","GO:0051050","GO:BP","positive regulation of transport","21110","14220","c(""GO:0006810"", ""GO:0048518"", ""GO:0051049"")","ISS IEA,IDA,IEA,IMP IEA,IMP IBA IEA,ISS IBA IEA,IGI NAS,ISS IEA,IGI ISS,ISS IEA,IEA,IEA,IGI IBA,IDA IMP,IDA IMP,IDA,IMP,IDA,IMP,IDA,ISS,IMP ISS IEA,IEA,IMP","IPO5,FCN1,SLC9A3R1,AHCYL1,FLOT1,THY1,ITGB2,ITGB1,ITGAM,ATP2B1,STOM,GNA11,RDX,BSG,CD151,ATP1B3,CD81,TMSB4X,ARF6,GSTO1,PTPRJ,ANO6,PARK7,VAMP8"
"24","query_1","TRUE","8.97571559365704e-09","286","97","15","0.154639175257732","0.0524475524475524","GO:0072659","GO:BP","protein localization to plasma membrane","21110","18455","c(""GO:0072657"", ""GO:1990778"")","IMP IBA,IMP IBA IEA,IDA,IDA,IMP ISS,IMP ISS IEA,IDA,IDA IMP,ISS IBA IEA,ISS IEA,IMP,IMP IBA,IDA,ISS,IMP","SLC9A3R1,FLOT1,EGFR,ITGB1,RDX,BSG,ATP1B3,CD81,RAB8A,ARF6,RHOG,FLOT2,VAMP8,EPB41L3,F11R"
"25","query_1","TRUE","1.23595256551445e-08","475","97","18","0.185567010309278","0.0378947368421053","GO:1903829","GO:BP","positive regulation of protein localization","21110","24440","c(""GO:0008104"", ""GO:0032880"", ""GO:0048522"")","ISS IEA,IMP,IDA,NAS,IDA,IMP,ISS,IDA,IEA,IEA,IGI IBA,IDA IMP,IMP HMP,IDA IMP IEA,IMP ISS IEA,IMP,IMP,IDA IMP","IPO5,EPB41L2,EGFR,ITGB2,ITGB1,EPB41,ITGAM,PECAM1,STOM,GNA11,RDX,BSG,CCT3,CD81,ARF6,GNAI1,RHOG,PARK7"
"26","query_1","TRUE","1.24153811394189e-08","349","97","16","0.164948453608247","0.0458452722063037","GO:0007265","GO:BP","Ras protein signal transduction","21110","2862","GO:0007264","IEA,IBA IEA,IEA,ISS,IDA IMP IBA IEA,ISS IBA IEA,IDA IMP TAS IEA,IBA IEA,IDA,IDA IBA TAS,IBA IEA,IMP,IDA IBA,TAS,IDA,IDA","FLOT1,KRAS,ITGB1,RDX,ARHGDIB,RAP2B,RHOA,RRAS2,ARF6,RHOG,GNA13,CYFIP1,EPS8L1,PARK7,NCKAP1,F11R"
"27","query_1","TRUE","1.28516074903724e-08","950","97","24","0.247422680412371","0.0252631578947368","GO:0098609","GO:BP","cell-cell adhesion","21110","19855","GO:0007155","IMP,IMP IBA IEA,IEA,ISS IEA,IMP,IDA ISS IBA IEA,IDA IMP ISS NAS IEA,IDA IMP IEP TAS,ISS IBA TAS IEA,IBA NAS,IDA IMP IBA,IMP IBA,IMP,IBA,IDA IEA,IDA,IMP IEA,HMP,IMP,IBA,IDA IMP,IDA IBA,ISS IBA IEA,IDA IMP","STXBP3,FLOT1,STK10,CLDN1,EGFR,THY1,ITGB2,ITGB1,LYN,ITGAM,PECAM1,HLA-DPA1,RDX,BSG,CD81,RAP2B,RHOA,ILK,FLOT2,HLA-DRB5,GNAS,MYADM,CYRIB,F11R"
